"@sourceA","fname_c1@sourceA","fname_c2@sourceA","lname_c1@sourceA","lname_c2@sourceA","by@sourceA","bm@sourceA","bd@sourceA","@sourceB","fname_c1@sourceB","fname_c2@sourceB","lname_c1@sourceB","lname_c2@sourceB","by@sourceB","bm@sourceB","bd@sourceB","Confidence"
"4939","INGO","NA","BAUER","NA","1989","2","6","4939","INGO","NA","BAUER","NA","1989","2","6","100"
"4940","THOMAVS","NA","SCHMID","NA","1993","3","5","4940","THOMAVS","NA","SCHMID","NA","1993","3","5","100"
"4941","HARALD","UWE","FRIEDRICH","NA","1933","1","22","4941","HARALD","UWE","FRIEDRICH","NA","1933","1","22","100"
"4942","PETER","NA","WOLFF","NA","2008","1","20","4942","PETER","NA","WOLFF","NA","2008","1","20","100"
"4943","WOLFGANG","NA","BAUMANN","NA","1936","12","16","4943","WOLFGANG","NA","BAUMANN","NA","1936","12","16","100"
"4944","GUENTHER","NA","SCHNEIDER","NA","1956","7","13","4944","GUENTHER","NA","SCHNEIDER","NA","1956","7","13","100"
"4945","GUENTHER","GERHARD","LEHMANN","NA","1997","3","30","4945","GUENTHER","GERHARD","LEHMANN","NA","1997","3","30","100"
"4946","MANFRED","GERHARD","SCHMIDT","NA","1969","8","27","4946","MANFRED","GERHARD","SCHMIDT","NA","1969","8","27","100"
"4947","THOMAS","NA","NEUMANN","NA","1951","3","6","4947","THOMAS","NA","NEUMANN","NA","1951","3","6","100"
"4948","DANIEL","NA","MAYER","FISCHER","2003","12","15","4948","DANIEL","NA","MAYER","FISCHER","2003","12","15","100"
"4949","STESFAN","NA","KAISER","NA","1949","5","25","4949","STESFAN","NA","KAISER","NA","1949","5","25","100"
"4950","WOLFGANG","NA","SCHNEIDER","NA","1932","10","3","4950","WOLFGANG","NA","SCHNEIDER","NA","1932","10","3","100"
"4951","WOLFGANG","NA","KELLER","MUELLER","1977","3","17","4951","WOLFGANG","NA","KELLER","MUELLER","1977","3","17","100"
"4952","STEFAN","NA","BOEHM","NA","1937","10","26","4952","STEFAN","NA","BOEHM","NA","1937","10","26","100"
"4953","JUERGEN","NA","ALBRECHT","NA","1955","8","13","4953","JUERGEN","NA","ALBRECHT","NA","1955","8","13","100"
"4954","RALF","NA","BERGER","NA","1983","12","18","4954","RALF","NA","BERGER","NA","1983","12","18","100"
"4955","WALTER","NA","GRAF","NA","1957","8","8","4955","WALTER","NA","GRAF","NA","1957","8","8","100"
"4956","JAZN","NA","POHL","NA","1999","1","3","4956","JAZN","NA","POHL","NA","1999","1","3","100"
"4957","CHRISTIAN","NA","KOCH","NA","1992","1","9","4957","CHRISTIAN","NA","KOCH","NA","1992","1","9","100"
"4958","HEINZ","NA","MAYER","NA","1949","12","2","4958","HEINZ","NA","MAYER","NA","1949","12","2","100"
"4959","GERHARD","NA","ZIMMERMANN","NA","1999","2","15","4959","GERHARD","NA","ZIMMERMANN","NA","1999","2","15","100"
"4960","UWE","NA","MARTIN","NA","1942","11","10","4960","UWE","NA","MARTIN","NA","1942","11","10","100"
"4961","CHRISTIAN","NA","ALBRECHT","NA","1993","9","25","4961","CHRISTIAN","NA","ALBRECHT","NA","1993","9","25","100"
"4962","CHRISTOPH","NA","SCHROEDER","NA","1953","8","11","4962","CHRISTOPH","NA","SCHROEDER","NA","1953","8","11","100"
"4963","KURT","NA","SCHUSTER","NA","1963","11","29","4963","KURT","NA","SCHUSTER","NA","1963","11","29","100"
"4964","PAUL","NA","PETERS","NA","1987","1","21","4964","PAUL","NA","PETERS","NA","1987","1","21","100"
"4965","HORCST","MATTHIAS","SCHWARZ","NA","1957","1","19","4965","HORCST","MATTHIAS","SCHWARZ","NA","1957","1","19","100"
"4966","CHRISTOPH","NA","SCHMIDT","NA","1964","8","21","4966","CHRISTOPH","NA","SCHMIDT","NA","1964","8","21","100"
"4967","DIETER","NA","HORN","NA","1926","8","27","4967","DIETER","NA","HORN","NA","1926","8","27","100"
"4968","HOLGER","NA","NEUMANN","NA","1982","10","26","4968","HOLGER","NA","NEUMANN","NA","1982","10","26","100"
"4969","MICHAEL","NA","FISCHER","NA","1992","9","9","4969","MICHAEL","NA","FISCHER","NA","1992","9","9","100"
"4970","DIETER","NA","LORENZ","NA","1982","11","24","4970","DIETER","NA","LORENZ","NA","1982","11","24","100"
"4971","WERNER","NA","SCHOLZ","NA","1991","11","20","4971","WERNER","NA","SCHOLZ","NA","1991","11","20","100"
"4972","WILHELM","NA","KOEHLER","NA","1983","1","5","4972","WILHELM","NA","KOEHLER","NA","1983","1","5","100"
"4973","THOMAS","NA","MUELLER","NA","1942","4","15","4973","THOMAS","NA","MUELLER","NA","1942","4","15","100"
"4974","WILLMI","WERNER","SCHMIDT","NA","1962","6","19","4974","WILLMI","WERNER","SCHMIDT","NA","1962","6","19","100"
"4975","MANFRED","NA","SCHNEIDER","NA","1982","4","8","4975","MANFRED","NA","SCHNEIDER","NA","1982","4","8","100"
"4976","JOACHIM","NA","KOERGIG","NA","1981","4","24","4976","JOACHIM","NA","KOERGIG","NA","1981","4","24","100"
"4977","UWE","NA","MEYER","NA","1961","10","20","4977","UWE","NA","MEYER","NA","1961","10","20","100"
"4978","MARTIN","NA","THOMAS","NA","1958","5","28","4978","MARTIN","NA","THOMAS","NA","1958","5","28","100"
"4979","STEFAN","NA","FUCHS","NA","1997","4","26","4979","STEFAN","NA","FUCHS","NA","1997","4","26","100"
"4980","HEINRICH","NA","VOGT","NA","1938","7","30","4980","HEINRICH","NA","VOGT","NA","1938","7","30","100"
"4981","OTTO","NA","MUELLER","NA","1960","6","30","4981","OTTO","NA","MUELLER","NA","1960","6","30","100"
"4982","HORST","NA","KOCH","NA","2000","2","28","4982","HORST","NA","KOCH","NA","2000","2","28","100"
"4983","JAN","NA","JAEGER","NA","1990","3","1","4983","JAN","NA","JAEGER","NA","1990","3","1","100"
"4984","PETER","NA","LANGE","NA","1958","6","9","4984","PETER","NA","LANGE","NA","1958","6","9","100"
"4985","THOMAS","NA","KOEHLER","NA","1990","2","11","4985","THOMAS","NA","KOEHLER","NA","1990","2","11","100"
"4986","MICHAEL","NA","SCHWARZ","NA","1942","4","29","4986","MICHAEL","NA","SCHWARZ","NA","1942","4","29","100"
"4987","HARALD","NA","BRAUN","NA","1939","7","24","4987","HARALD","NA","BRAUN","NA","1939","7","24","100"
"4988","THORSTEN","NA","MEIER","NA","2006","6","15","4988","THORSTEN","NA","MEIER","NA","2006","6","15","100"
"4989","SVEN","NA","SCHMID","NA","1942","2","28","4989","SVEN","NA","SCHMID","NA","1942","2","28","100"
"4990","RALF","NA","FISCHER","NA","1929","3","19","4990","RALF","NA","FISCHER","NA","1929","3","19","100"
"4991","HERMANN","NA","ALBREVHT","NA","1943","11","12","4991","HERMANN","NA","ALBREVHT","NA","1943","11","12","100"
"4992","HOLGER","NA","WEBER","NA","1936","10","30","4992","HOLGER","NA","WEBER","NA","1936","10","30","100"
"4993","MANFRED","NA","MAYWR","NA","1936","4","21","4993","MANFRED","NA","MAYWR","NA","1936","4","21","100"
"4994","HOLGER","NA","HAAS","NA","1951","8","2","4994","HOLGER","NA","HAAS","NA","1951","8","2","100"
"4995","RUDOLF","NA","SCHMITZ","NA","2005","12","6","4995","RUDOLF","NA","SCHMITZ","NA","2005","12","6","100"
"4996","HANS","NA","MAYER","NA","1962","4","14","4996","HANS","NA","MAYER","NA","1962","4","14","100"
"4997","HERMANN","NA","SCHULZ","NA","1936","1","18","4997","HERMANN","NA","SCHULZ","NA","1936","1","18","100"
"4998","ANDREAS","NA","WEISS","NA","2007","10","6","4998","ANDREAS","NA","WEISS","NA","2007","10","6","100"
"4999","ERNST","NA","WAGNER","NA","1942","1","27","4999","ERNST","NA","WAGNER","NA","1942","1","27","100"
"5000","GERHARD","NA","SCHNEIDER","NA","1929","7","8","5000","GERHARD","NA","SCHNEIDER","NA","1929","7","8","100"
"5001","KARIN","NA","LANGE","NA","1971","10","29","5001","KARIN","NA","LANGE","NA","1971","10","29","100"
"5002","BIRGIT","NA","MUELLER","NA","1972","6","26","5002","BIRGIT","NA","MUELLER","NA","1972","6","26","100"
"5003","URSULA","NA","SCHUBERT","NA","1939","8","25","5003","URSULA","NA","SCHUBERT","NA","1939","8","25","100"
"5004","HILDEGARD","NA","KRAEMER","NA","1927","9","9","5004","HILDEGARD","NA","KRAEMER","NA","1927","9","9","100"
"5005","CHRISTINE","NA","HARTMANN","NA","1987","11","18","5005","CHRISTINE","NA","HARTMANN","NA","1987","11","18","100"
"5006","INGRID","NA","LANG","NA","1978","3","28","5006","INGRID","NA","LANG","NA","1978","3","28","100"
"5007","ANDREA","NA","KLEIN","NA","1944","1","28","5007","ANDREA","NA","KLEIN","NA","1944","1","28","100"
"5008","MONIKA","NA","MEYER","NA","1968","11","3","5008","MONIKA","NA","MEYER","NA","1968","11","3","100"
"5009","BRIGITTE","NA","FRANKE","NA","1952","2","3","5009","BRIGITTE","NA","FRANKE","NA","1952","2","3","100"
"5010","INGRID","NA","MUELLER","NA","1972","9","30","5010","INGRID","NA","MUELLER","NA","1972","9","30","100"
"5011","GERTRUD","NA","MUELLER","NA","1964","7","27","5011","GERTRUD","NA","MUELLER","NA","1964","7","27","100"
"5012","CLAUDIA","NA","FUCHS","NA","1967","3","3","5012","CLAUDIA","NA","FUCHS","NA","1967","3","3","100"
"5013","NICOLE","NA","SCHULZ","NA","1954","1","5","5013","NICOLE","NA","SCHULZ","NA","1954","1","5","100"
"5014","CHRISTINA","NA","SCHMIDT","NA","2007","9","13","5014","CHRISTINA","NA","SCHMIDT","NA","2007","9","13","100"
"5015","CLAUDIA","NA","RICHTER","NA","1937","7","15","5015","CLAUDIA","NA","RICHTER","NA","1937","7","15","100"
"5016","PETRA","NA","SCHULZE","NA","1925","3","10","5016","PETRA","NA","SCHULZE","NA","1925","3","10","100"
"5017","BRIGITTE","NA","KOERTIG","NA","1998","2","8","5017","BRIGITTE","NA","KOERTIG","NA","1998","2","8","100"
"5018","SABINE","NA","KRAUSE","NA","1976","5","20","5018","SABINE","NA","KRAUSE","NA","1976","5","20","100"
"5019","HELGA","NA","ZIMMERMANN","NA","1937","2","17","5019","HELGA","NA","ZIMMERMANN","NA","1937","2","17","100"
"5020","KARIN","NA","SCHAEFER","NA","1931","2","25","5020","KARIN","NA","SCHAEFER","NA","1931","2","25","100"
"5021","MARTINA","NA","BECKER","NA","2006","8","20","5021","MARTINA","NA","BECKER","NA","2006","8","20","100"
"5022","CHRISTA","NA","PFEIFFER","NA","1954","1","16","5022","CHRISTA","NA","PFEIFFER","NA","1954","1","16","100"
"5023","BIRGIT","NA","MUELLER","NA","1997","5","17","5023","BIRGIT","NA","MUELLER","NA","1997","5","17","100"
"5024","CHRISTIANE","NA","LANGE","NA","1985","5","14","5024","CHRISTIANE","NA","LANGE","NA","1985","5","14","100"
"5025","HILDEGARD","NA","WINKKER","NA","1964","2","14","5025","HILDEGARD","NA","WINKKER","NA","1964","2","14","100"
"5026","KARIN","NA","KUEHN","NA","1971","3","25","5026","KARIN","NA","KUEHN","NA","1971","3","25","100"
"5027","KARIN","NA","MOELLER","NA","1970","9","22","5027","KARIN","NA","MOELLER","NA","1970","9","22","100"
"5028","MONIKA","NA","MEYER","NA","1939","1","2","5028","MONIKA","NA","MEYER","NA","1939","1","2","100"
"5029","MARIANNE","NA","BAUMANN","NA","1976","8","26","5029","MARIANNE","NA","BAUMANN","NA","1976","8","26","100"
"5030","ANGELA","NA","BECKER","NA","1950","9","30","5030","ANGELA","NA","BECKER","NA","1950","9","30","100"
"5031","MELANIE","NA","HOFFMANN","NA","1954","5","28","5031","MELANIE","NA","HOFFMANN","NA","1954","5","28","100"
"5032","ANGELIKA","NA","FUCHS","NA","1965","4","11","5032","ANGELIKA","NA","FUCHS","NA","1965","4","11","100"
"5033","BIRGIT","NA","SCHUSTER","NA","1935","9","29","5033","BIRGIT","NA","SCHUSTER","NA","1935","9","29","100"
"5034","SILVIA","NA","WOLF","NA","1942","1","4","5034","SILVIA","NA","WOLF","NA","1942","1","4","100"
"5035","BIRGIT","NA","SCHROEDER","NA","1990","1","10","5035","BIRGIT","NA","SCHROEDER","NA","1990","1","10","100"
"5036","INGRID","NA","KRUEGER","NA","1969","9","11","5036","INGRID","NA","KRUEGER","NA","1969","9","11","100"
"5037","BARBARA","NA","HOFFMANN","NA","1964","2","8","5037","BARBARA","NA","HOFFMANN","NA","1964","2","8","100"
"5038","HELGA","NA","MUELLER","NA","1969","11","14","5038","HELGA","NA","MUELLER","NA","1969","11","14","100"
"5039","ERIKA","SUSANNE","KOEHLER","NA","1958","2","19","5039","ERIKA","SUSANNE","KOEHLER","NA","1958","2","19","100"
"5040","ELKE","NA","SCHNEIDER","NA","1980","11","19","5040","ELKE","NA","SCHNEIDER","NA","1980","11","19","100"
"5041","ELKE","NA","SCHUSTER","NA","1999","4","14","5041","ELKE","NA","SCHUSTER","NA","1999","4","14","100"
"5042","CHRISTIANE","NA","MEYER","NA","1976","6","16","5042","CHRISTIANE","NA","MEYER","NA","1976","6","16","100"
"5043","FRIENDA","NA","RICHTER","NA","1979","7","31","5043","FRIENDA","NA","RICHTER","NA","1979","7","31","100"
"5044","PETRA","NA","MUELLER","NA","1971","6","26","5044","PETRA","NA","MUELLER","NA","1971","6","26","100"
"5045","GISELA","NA","BECK","NA","1932","5","24","5045","GISELA","NA","BECK","NA","1932","5","24","100"
"5046","WALTRAUD","NA","HERRMANN","NA","1992","4","17","5046","WALTRAUD","NA","HERRMANN","NA","1992","4","17","100"
"5047","MARTINA","NA","SCHAEFER","NA","1981","10","15","5047","MARTINA","NA","SCHAEFER","NA","1981","10","15","100"
"5048","CHRISTINE","NA","ENGEL","NA","1962","10","15","5048","CHRISTINE","NA","ENGEL","NA","1962","10","15","100"
"5049","GISELA","NA","SCHUMACHER","NA","1957","11","29","5049","GISELA","NA","SCHUMACHER","NA","1957","11","29","100"
"5050","MARTINA","NA","GRAF","NA","1971","3","27","5050","MARTINA","NA","GRAF","NA","1971","3","27","100"
"5051","HELGA","NA","ALBRECHT","NA","1981","5","23","5051","HELGA","NA","ALBRECHT","NA","1981","5","23","100"
"5052","EDITH","NA","SCHMIDT","NA","1989","2","15","5052","EDITH","NA","SCHMIDT","NA","1989","2","15","100"
"5053","MONIKA","NA","HAHN","NA","2002","10","11","5053","MONIKA","NA","HAHN","NA","2002","10","11","100"
"5054","NICOLE","NA","WOLF","NA","1966","1","3","5054","NICOLE","NA","WOLF","NA","1966","1","3","100"
"5055","ANKE","NA","SCHMITZ","NA","1964","8","16","5055","ANKE","NA","SCHMITZ","NA","1964","8","16","100"
"5056","REGINA","NA","SCHMIDT","NA","1993","4","6","5056","REGINA","NA","SCHMIDT","NA","1993","4","6","100"
"5057","GERTRUD","NA","SCHWARZ","NA","1939","1","24","5057","GERTRUD","NA","SCHWARZ","NA","1939","1","24","100"
"5058","INGE","NA","HOFMANN","NA","1979","12","9","5058","INGE","NA","HOFMANN","NA","1979","12","9","100"
"5059","GABRIELE","NA","MEYER","NA","1979","10","31","5059","GABRIELE","NA","MEYER","NA","1979","10","31","100"
"5060","URSULA","NA","SCHAEFER","NA","1997","12","25","5060","URSULA","NA","SCHAEFER","NA","1997","12","25","100"
"5061","HELGA","NA","NEUMANN","NA","2006","10","23","5061","HELGA","NA","NEUMANN","NA","2006","10","23","100"
"5062","HEIKE","NA","WERNER","NA","1966","10","4","5062","HEIKE","NA","WERNER","NA","1966","10","4","100"
"5063","SUSANNE","NA","KOEHLER","NA","1949","8","6","5063","SUSANNE","NA","KOEHLER","NA","1949","8","6","100"
"5064","HEIKE","NA","SCHMITT","NA","1965","2","8","5064","HEIKE","NA","SCHMITT","NA","1965","2","8","100"
"5065","KARIN","NA","HORN","NA","1940","11","25","5065","KARIN","NA","HORN","NA","1940","11","25","100"
"5066","ERIKA","NA","MUELLER","NA","2007","4","3","5066","ERIKA","NA","MUELLER","NA","2007","4","3","100"
"5067","KARIN","NA","MARTIN","NA","1938","4","5","5067","KARIN","NA","MARTIN","NA","1938","4","5","100"
"5068","CORNELIA","NA","VOGEL","NA","1991","7","29","5068","CORNELIA","NA","VOGEL","NA","1991","7","29","100"
"5069","MONIKA","NA","SCHULZ","NA","1929","3","1","5069","MONIKA","NA","SCHULZ","NA","1929","3","1","100"
"5070","MONIKA","NA","FRANKE","NA","1947","9","13","5070","MONIKA","NA","FRANKE","NA","1947","9","13","100"
"5071","ANJA","NA","BAUMANN","NA","1960","9","2","5071","ANJA","NA","BAUMANN","NA","1960","9","2","100"
"5072","ERIKA","NA","BECKER","NA","1956","7","19","5072","ERIKA","NA","BECKER","NA","1956","7","19","100"
"5073","BARBARA","NA","SAUER","NA","1980","1","17","5073","BARBARA","NA","SAUER","NA","1980","1","17","100"
"5074","RENATE","NA","FISCHER","NA","1966","5","11","5074","RENATE","NA","FISCHER","NA","1966","5","11","100"
"5075","SUSANNE","NA","NEUMANN","NA","1936","10","23","5075","SUSANNE","NA","NEUMANN","NA","1936","10","23","100"
"5076","KATHRIN","NA","ZIMMERMANN","NA","1994","1","12","5076","KATHRIN","NA","ZIMMERMANN","NA","1994","1","12","100"
"5077","KARIN","NA","KUHN","NA","1940","10","4","5077","KARIN","NA","KUHN","NA","1940","10","4","100"
"5078","KARIN","NA","SCHREIBER","NA","1977","7","28","5078","KARIN","NA","SCHREIBER","NA","1977","7","28","100"
"5079","IRMGARD","NA","BERGER","NA","1972","5","20","5079","IRMGARD","NA","BERGER","NA","1972","5","20","100"
"5080","GISELA","NA","SCHMIDT","NA","1955","11","12","5080","GISELA","NA","SCHMIDT","NA","1955","11","12","100"
"5081","HEIKE","NA","SCHNEIDER","NA","1988","4","26","5081","HEIKE","NA","SCHNEIDER","NA","1988","4","26","100"
"5082","SABINE","NA","SCHMIDT","NA","1969","1","29","5082","SABINE","NA","SCHMIDT","NA","1969","1","29","100"
"5083","UTE","NA","LANG","NA","1936","1","21","5083","UTE","NA","LANG","NA","1936","1","21","100"
"5084","MONIKA","NA","LEHMANN","NA","1969","11","22","5084","MONIKA","NA","LEHMANN","NA","1969","11","22","100"
"5085","KARIN","NA","MEYER","NA","1950","1","7","5085","KARIN","NA","MEYER","NA","1950","1","7","100"
"5086","JUTTA","NA","LEHMANN","NA","1992","8","13","5086","JUTTA","NA","LEHMANN","NA","1992","8","13","100"
"5087","PETRA","ELISABETH","SCHUMACHER","NA","1989","6","17","5087","PETRA","ELISABETH","SCHUMACHER","NA","1989","6","17","100"
"5088","MONIKA","NA","SCHROEDER","NA","1957","1","16","5088","MONIKA","NA","SCHROEDER","NA","1957","1","16","100"
"5089","MARIANNE","NA","SIMON","NA","1933","8","7","5089","MARIANNE","NA","SIMON","NA","1933","8","7","100"
"5090","CHRISTA","NA","WEISS","NA","1999","2","22","5090","CHRISTA","NA","WEISS","NA","1999","2","22","100"
"5091","BIRGIT","NA","SAUER","NA","1975","2","3","5091","BIRGIT","NA","SAUER","NA","1975","2","3","100"
"5092","WALTRAUD","NA","BECKER","NA","1958","4","13","5092","WALTRAUD","NA","BECKER","NA","1958","4","13","100"
"5093","URSULA","STEFANIE","SOMMER","NA","1968","5","5","5093","URSULA","STEFANIE","SOMMER","NA","1968","5","5","100"
"5094","SUSANNE","NA","SIMON","NA","1941","8","1","5094","SUSANNE","NA","SIMON","NA","1941","8","1","100"
"5095","MARTINA","NA","FRIEDRICH","NA","1985","6","30","5095","MARTINA","NA","FRIEDRICH","NA","1985","6","30","100"
"5096","HELGA","NA","HOFFMANN","NA","1964","2","23","5096","HELGA","NA","HOFFMANN","NA","1964","2","23","100"
"5097","GABRIELE","NA","KOCH","NA","1984","9","11","5097","GABRIELE","NA","KOCH","NA","1984","9","11","100"
"5098","CHRISTINA","NA","ZIEGLER","NA","1964","11","22","5098","CHRISTINA","NA","ZIEGLER","NA","1964","11","22","100"
"5099","CLAUDIA","INGRID","MUELLER","NA","1949","7","23","5099","CLAUDIA","INGRID","MUELLER","NA","1949","7","23","100"
"5100","SANDRA","NA","LORENZ","NA","1975","4","11","5100","SANDRA","NA","LORENZ","NA","1975","4","11","100"
"5101","KARIN","NA","GRAF","NA","1995","12","30","5101","KARIN","NA","GRAF","NA","1995","12","30","100"
"5102","ANJA","NA","BAUER","NA","2008","3","28","5102","ANJA","NA","BAUER","NA","2008","3","28","100"
"5103","GISELA","NA","LUDWIG","NA","1986","1","6","5103","GISELA","NA","LUDWIG","NA","1986","1","6","100"
"5104","UTE","NA","ZIMMERMANN","NA","1984","3","1","5104","UTE","NA","ZIMMERMANN","NA","1984","3","1","100"
"5105","EDITH","NA","SCHMIDT","NA","1947","6","23","5105","EDITH","NA","SCHMIDT","NA","1947","6","23","100"
"5106","GERTRUD","NA","KAISER","NA","1957","9","10","5106","GERTRUD","NA","KAISER","NA","1957","9","10","100"
"5107","EDITH","NA","OTTO","NA","1973","10","14","5107","EDITH","NA","OTTO","NA","1973","10","14","100"
"5108","MARIA","NA","BAUER","NA","1987","4","10","5108","MARIA","NA","BAUER","NA","1987","4","10","100"
"5109","SUSANNE","NA","SCHROEDER","NA","1961","1","10","5109","SUSANNE","NA","SCHROEDER","NA","1961","1","10","100"
"5110","GISELA","NA","FUCHS","NA","1995","2","6","5110","GISELA","NA","FUCHS","NA","1995","2","6","100"
"5111","ANKE","NA","SCHNEIDER","NA","1978","7","8","5111","ANKE","NA","SCHNEIDER","NA","1978","7","8","100"
"5112","ANGELIKA","CHRISTA","LANG","NA","1929","7","29","5112","ANGELIKA","CHRISTA","LANG","NA","1929","7","29","100"
"5113","ANJA","NA","SCHMIDT","NA","1953","2","17","5113","ANJA","NA","SCHMIDT","NA","1953","2","17","100"
"5114","MARION","NA","MEYER","NA","1971","1","10","5114","MARION","NA","MEYER","NA","1971","1","10","100"
"5115","GABRIELE","NA","SCHWARZ","NA","1949","5","6","5115","GABRIELE","NA","SCHWARZ","NA","1949","5","6","100"
"5116","KATHARINA","NA","HOFFMANN","NA","1985","4","22","5116","KATHARINA","NA","HOFFMANN","NA","1985","4","22","100"
"5117","ILSE","NA","KOEHLWR","NA","1947","11","28","5117","ILSE","NA","KOEHLWR","NA","1947","11","28","100"
"5118","STEFANIE","NA","FISCHER","NA","1935","4","7","5118","STEFANIE","NA","FISCHER","NA","1935","4","7","100"
"5119","ELISABETH","NA","WOLF","NA","1968","3","5","5119","ELISABETH","NA","WOLF","NA","1968","3","5","100"
"5120","ANGELIKA","NA","SCHULZ","NA","1947","6","24","5120","ANGELIKA","NA","SCHULZ","NA","1947","6","24","100"
"5121","PETRA","NA","MUELLER","NA","1958","5","13","5121","PETRA","NA","MUELLER","NA","1958","5","13","100"
"5122","RITA","NA","SCHMITZ","NA","1999","10","24","5122","RITA","NA","SCHMITZ","NA","1999","10","24","100"
"5123","SILVIA","NA","FUCHS","NA","1960","4","30","5123","SILVIA","NA","FUCHS","NA","1960","4","30","100"
